DetailID,OrderID,ProductID,Quantity,UnitPrice
538,139,35,1,27106
539,140,69,1,66333
540,140,20,3,13940
541,140,1,4,77345
542,140,4,1,72183
543,140,87,1,47322
544,141,64,4,18863
545,141,84,2,78759
546,141,7,5,51167
547,142,29,2,27367
548,142,67,2,71990
549,142,60,1,91851
550,142,99,2,64203
551,143,54,1,55716
552,143,78,1,21761
553,143,85,2,49747
554,143,75,3,31489
555,144,15,4,59265
556,144,96,4,93706
557,144,58,3,66996
558,144,23,3,13902
559,144,91,2,87573
560,145,67,1,71990
561,145,5,2,35124
562,145,80,4,14416
563,145,64,3,18863
564,145,24,4,96972
565,146,39,4,30610
566,146,89,2,99643
567,146,34,4,71809
568,146,1,3,77345
569,146,65,3,95196
570,147,61,5,83461
571,147,14,1,61112
572,147,90,3,99988
573,148,36,4,50269
574,148,29,5,27367
575,148,73,4,58762
576,148,76,1,95956
577,149,76,5,95956
578,149,3,4,92869
579,149,71,2,62771
580,150,95,2,10177
581,150,23,3,13902
582,150,93,3,25266
583,151,66,4,21309
584,151,31,3,25080
585,151,89,5,99643
586,151,87,1,47322
587,152,1,4,77345
588,152,30,3,22486
589,152,13,5,60825
590,152,84,1,78759
591,152,27,5,85161
592,153,69,5,66333
593,153,44,2,55170
594,153,97,5,24578
595,153,82,5,40303
596,153,19,5,24844
597,154,30,2,22486
598,154,84,3,78759
599,154,73,2,58762
600,154,44,3,55170
601,155,7,1,51167
602,155,32,2,82134
603,155,9,2,24385
604,156,90,4,99988
605,156,10,1,15030
606,156,58,3,66996
607,156,84,1,78759
608,156,75,1,31489
609,157,50,1,53007
610,157,78,5,21761
611,157,57,4,87341
612,157,45,5,89685
613,158,86,5,33028
614,158,53,2,58950
615,158,22,2,20870
616,158,39,5,30610
617,159,6,3,23328
618,159,94,1,54643
619,159,98,3,88669
620,160,86,3,33028
621,160,39,3,30610
622,160,17,2,32785
623,160,59,3,68303
624,161,74,1,60296
625,161,53,2,58950
626,161,22,4,20870
627,161,42,2,44615
628,162,31,2,25080
629,162,8,4,71394
630,162,53,4,58950
631,163,85,4,49747
632,163,87,5,47322
633,163,74,4,60296
634,163,18,1,49881
635,164,68,2,92995
636,164,33,2,67163
637,164,9,1,24385
638,165,92,4,43974
639,165,71,1,62771
640,165,3,4,92869
641,165,59,2,68303
642,165,6,1,23328
643,166,1,2,77345
644,166,5,4,35124
645,166,48,5,56186
646,166,85,3,49747
647,167,71,1,62771
648,167,55,4,50282
649,167,97,2,24578
650,167,43,3,37544
651,168,18,1,49881
652,168,1,1,77345
653,168,59,5,68303
654,168,82,1,40303
655,169,79,5,37051
656,169,74,1,60296
657,169,21,2,33591
658,170,9,3,24385
659,170,95,2,10177
660,170,42,3,44615
661,171,25,1,95530
662,171,64,3,18863
663,171,10,4,15030
664,172,43,3,37544
665,172,17,1,32785
666,172,69,1,66333
667,173,44,3,55170
668,173,33,3,67163
669,173,41,2,16916
670,173,34,4,71809
671,174,18,3,49881
672,174,68,5,92995
673,174,78,1,21761
674,174,85,3,49747
675,175,30,4,22486
676,175,63,3,59829
677,175,88,1,82751
678,176,43,2,37544
679,176,21,4,33591
680,176,36,5,50269
681,177,38,1,89599
682,177,41,5,16916
683,177,83,4,57341
684,177,95,4,10177
685,178,13,1,60825
686,178,72,3,53594
687,178,95,2,10177
688,178,39,3,30610
689,179,97,1,24578
690,179,56,2,13545
691,179,8,1,71394
692,179,2,1,16956
693,179,37,1,31314
694,180,60,1,91851
695,180,81,1,69446
696,180,61,1,83461
697,180,71,4,62771
698,181,12,4,31257
699,181,13,2,60825
700,181,76,5,95956
701,181,81,1,69446
702,181,47,4,38951
703,182,100,2,55240
704,182,39,3,30610
705,182,25,5,95530
706,182,30,1,22486
707,182,92,1,43974
708,183,42,4,44615
709,183,21,3,33591
710,183,52,3,47423
711,184,20,3,13940
712,184,55,1,50282
713,184,56,3,13545
714,184,63,3,59829
715,185,33,5,67163
716,185,48,5,56186
717,185,45,4,89685
718,185,23,5,13902
719,186,23,4,13902
720,186,61,5,83461
721,186,94,5,54643
722,186,56,4,13545
723,186,83,2,57341
724,187,57,2,87341
725,187,78,1,21761
726,187,96,3,93706
727,187,38,1,89599
728,187,73,5,58762
729,188,8,2,71394
730,188,92,2,43974
731,188,4,3,72183
732,188,62,2,39951
733,189,97,1,24578
734,189,37,2,31314
735,189,8,4,71394
736,189,45,3,89685
737,189,23,2,13902
738,190,78,2,21761
739,190,40,4,63117
740,190,61,2,83461
741,191,68,3,92995
742,191,81,3,69446
743,191,79,5,37051
744,191,7,3,51167
745,191,92,5,43974
746,192,62,5,39951
747,192,44,1,55170
748,192,19,1,24844
749,193,100,2,55240
750,193,25,5,95530
751,193,64,1,18863
752,193,40,1,63117
753,193,38,5,89599
754,194,51,5,22310
755,194,42,5,44615
756,194,88,4,82751
757,195,3,4,92869
758,195,73,1,58762
759,195,94,1,54643
760,195,46,1,39246
761,196,59,3,68303
762,196,11,3,42580
763,196,97,2,24578
764,196,12,2,31257
765,197,59,2,68303
766,197,31,5,25080
767,197,75,1,31489
768,197,84,5,78759
769,197,67,3,71990
770,198,61,4,83461
771,198,11,4,42580
772,198,20,5,13940
773,198,10,1,15030
774,198,68,5,92995
775,199,64,2,18863
776,199,47,3,38951
777,199,9,4,24385
778,199,60,1,91851
779,200,53,3,58950
780,200,73,3,58762
781,200,32,1,82134
782,200,43,1,37544
783,201,78,1,21761
784,201,88,3,82751
785,201,50,5,53007
786,202,32,3,82134
787,202,50,4,53007
788,202,51,5,22310
789,202,70,5,16773
790,203,63,5,59829
791,203,19,1,24844
792,203,9,4,24385
793,203,8,3,71394
794,204,38,4,89599
795,204,78,2,21761
796,204,71,3,62771
797,204,84,5,78759
798,204,29,2,27367
799,205,12,1,31257
800,205,29,3,27367
801,205,97,2,24578
802,206,100,1,55240
803,206,45,5,89685
804,206,79,2,37051
805,206,59,4,68303
806,206,64,2,18863
807,207,53,2,58950
808,207,23,5,13902
809,207,5,4,35124
810,207,30,1,22486
811,207,24,4,96972
812,208,87,3,47322
813,208,100,4,55240
814,208,13,3,60825
815,208,94,2,54643
816,209,60,1,91851
817,209,100,1,55240
818,209,18,2,49881
819,210,74,5,60296
820,210,69,2,66333
821,210,37,5,31314
822,210,2,5,16956
823,210,4,2,72183
824,211,56,5,13545
825,211,26,2,47395
826,211,70,2,16773
827,211,28,1,53426
828,212,96,4,93706
829,212,19,5,24844
830,212,9,2,24385
831,212,2,4,16956
832,212,72,2,53594
833,213,70,1,16773
834,213,97,4,24578
835,213,65,1,95196
836,214,1,3,77345
837,214,43,4,37544
838,214,22,4,20870
839,215,93,2,25266
840,215,71,3,62771
841,215,68,2,92995
842,215,76,1,95956
843,215,25,2,95530
844,216,92,3,43974
845,216,60,3,91851
846,216,16,2,21730
847,216,79,1,37051
848,217,89,2,99643
849,217,31,5,25080
850,217,25,4,95530
851,217,27,2,85161
852,217,16,4,21730
853,218,11,3,42580
854,218,77,5,62543
855,218,30,5,22486
856,218,36,4,50269
857,219,59,2,68303
858,219,35,5,27106
859,219,51,2,22310
860,219,50,4,53007
861,220,99,2,64203
862,220,63,4,59829
863,220,31,1,25080
864,220,70,3,16773
865,220,1,4,77345
866,221,8,4,71394
867,221,98,3,88669
868,221,58,3,66996
869,221,83,4,57341
870,222,28,1,53426
871,222,99,1,64203
872,222,85,4,49747
873,222,55,2,50282
874,222,37,1,31314
875,223,91,4,87573
876,223,52,2,47423
877,223,10,5,15030
878,223,1,5,77345
879,224,90,1,99988
880,224,77,2,62543
881,224,87,4,47322
882,224,35,4,27106
883,224,13,2,60825
884,225,97,4,24578
885,225,15,1,59265
886,225,11,4,42580
887,226,14,5,61112
888,226,32,5,82134
889,226,21,4,33591
890,226,23,4,13902
891,227,95,5,10177
892,227,76,4,95956
893,227,99,2,64203
894,227,100,5,55240
895,228,23,3,13902
896,228,94,3,54643
897,228,6,1,23328
898,229,40,4,63117
899,229,33,3,67163
900,229,65,1,95196
901,229,92,3,43974
902,230,58,1,66996
903,230,47,3,38951
904,230,3,3,92869
905,230,49,3,86790
906,230,52,4,47423
907,231,50,4,53007
908,231,35,3,27106
909,231,10,3,15030
910,231,31,3,25080
911,232,26,1,47395
912,232,32,1,82134
913,232,39,3,30610
914,233,53,1,58950
915,233,47,2,38951
916,233,100,4,55240
917,234,14,4,61112
918,234,70,1,16773
919,234,54,4,55716
920,234,67,2,71990
921,235,62,3,39951
922,235,56,5,13545
923,235,43,3,37544
924,235,50,4,53007
925,235,93,1,25266
926,236,80,2,14416
927,236,68,5,92995
928,236,93,5,25266
929,237,70,1,16773
930,237,81,4,69446
931,237,46,2,39246
932,237,53,2,58950
933,238,4,3,72183
934,238,58,5,66996
935,238,78,2,21761
936,239,41,5,16916
937,239,79,2,37051
938,239,66,2,21309
939,239,52,3,47423
940,240,46,1,39246
941,240,92,4,43974
942,240,43,5,37544
943,241,19,5,24844
944,241,22,1,20870
945,241,72,4,53594
946,241,29,5,27367
947,241,41,2,16916
948,242,65,3,95196
949,242,24,5,96972
950,242,16,5,21730
951,242,6,4,23328
952,242,75,2,31489
953,243,9,2,24385
954,243,32,1,82134
955,243,96,5,93706
956,243,64,1,18863
957,243,23,2,13902
958,244,11,1,42580
959,244,4,5,72183
960,244,16,4,21730
961,244,84,4,78759
962,244,50,4,53007
963,245,44,3,55170
964,245,62,3,39951
965,245,60,1,91851
966,245,11,1,42580
967,246,49,3,86790
968,246,46,5,39246
969,246,39,5,30610
970,246,95,1,10177
971,246,89,3,99643
972,247,44,1,55170
973,247,80,5,14416
974,247,12,5,31257
975,247,51,4,22310
976,248,99,2,64203
977,248,11,2,42580
978,248,21,3,33591
979,248,19,4,24844
980,249,73,4,58762
981,249,19,1,24844
982,249,42,2,44615
983,249,9,4,24385
984,250,27,5,85161
985,250,75,3,31489
986,250,18,5,49881
987,251,4,3,72183
988,251,61,4,83461
989,251,11,5,42580
990,251,95,3,10177
991,252,49,2,86790
992,252,81,1,69446
993,252,94,3,54643
994,253,54,2,55716
995,253,61,3,83461
996,253,14,3,61112
997,253,58,2,66996
998,254,34,2,71809
999,254,94,3,54643
1000,254,48,1,56186
1001,255,66,3,21309
1002,255,38,1,89599
1003,255,52,1,47423
1004,256,26,5,47395
1005,256,96,4,93706
1006,256,7,1,51167
1007,256,25,2,95530
1008,256,38,4,89599
1009,257,51,2,22310
1010,257,34,5,71809
1011,257,44,1,55170
1012,257,75,1,31489
1013,257,88,3,82751
1014,258,65,5,95196
1015,258,99,2,64203
1016,258,64,4,18863
1017,258,86,4,33028
1018,258,50,1,53007
1019,259,87,5,47322
1020,259,56,5,13545
1021,259,35,4,27106
1022,259,62,3,39951
1023,260,22,3,20870
1024,260,72,4,53594
1025,260,30,3,22486
1026,261,31,5,25080
1027,261,75,5,31489
1028,261,3,5,92869
1029,262,68,1,92995
1030,262,57,1,87341
1031,262,73,4,58762
1032,262,69,4,66333
1033,262,77,3,62543
1034,263,43,2,37544
1035,263,63,5,59829
1036,263,56,1,13545
1037,263,5,3,35124
1038,264,78,5,21761
1039,264,51,2,22310
1040,264,13,3,60825
1041,264,12,3,31257
1042,264,85,2,49747
1043,265,21,2,33591
1044,265,65,4,95196
1045,265,100,5,55240
1046,266,32,4,82134
1047,266,44,1,55170
1048,266,45,2,89685
1049,266,49,3,86790
1050,266,56,3,13545
1051,267,67,1,71990
1052,267,63,5,59829
1053,267,93,2,25266
1054,267,30,4,22486
1055,268,71,1,62771
1056,268,34,5,71809
1057,268,22,3,20870
1058,268,33,4,67163
1059,268,48,4,56186
1060,269,19,4,24844
1061,269,72,1,53594
1062,269,38,3,89599
1063,269,28,1,53426
1064,270,31,4,25080
1065,270,24,1,96972
1066,270,52,4,47423
1067,271,58,3,66996
1068,271,47,4,38951
1069,271,33,5,67163
1070,272,36,3,50269
1071,272,55,2,50282
1072,272,37,1,31314
1073,272,66,4,21309
1074,272,88,3,82751
1075,273,39,1,30610
1076,273,45,4,89685
1077,273,71,1,62771
1078,273,19,4,24844
1079,274,53,4,58950
1080,274,69,3,66333
1081,274,48,1,56186
1082,275,8,5,71394
1083,275,35,4,27106
1084,275,23,4,13902
1085,275,97,3,24578
1086,276,95,4,10177
1087,276,28,5,53426
1088,276,77,5,62543
1089,276,57,2,87341
1090,276,53,5,58950
1091,277,10,3,15030
1092,277,25,1,95530
1093,277,46,3,39246
1094,277,6,3,23328
1095,277,38,1,89599
1096,278,66,3,21309
1097,278,74,2,60296
1098,278,47,4,38951
1099,279,100,2,55240
1100,279,71,2,62771
1101,279,13,4,60825
1102,279,68,3,92995
1103,280,3,5,92869
1104,280,53,5,58950
1105,280,88,5,82751
1106,280,79,4,37051
1107,281,55,3,50282
1108,281,23,1,13902
1109,281,28,1,53426
1110,281,82,2,40303
1111,281,22,5,20870
1112,282,87,1,47322
1113,282,83,5,57341
1114,282,10,1,15030
1115,282,16,5,21730
1116,283,20,3,13940
1117,283,97,2,24578
1118,283,29,5,27367
1119,283,61,2,83461
1120,284,37,2,31314
1121,284,44,4,55170
1122,284,16,5,21730
1123,284,27,1,85161
1124,284,12,2,31257
1125,285,80,5,14416
1126,285,11,5,42580
1127,285,55,2,50282
1128,285,8,4,71394
1129,286,50,1,53007
1130,286,1,1,77345
1131,286,69,5,66333
1132,287,85,3,49747
1133,287,73,2,58762
1134,287,88,1,82751
1135,287,36,2,50269
1136,287,20,2,13940
1137,288,91,1,87573
1138,288,44,2,55170
1139,288,12,2,31257
1140,288,69,4,66333
1141,288,62,3,39951
1142,289,23,3,13902
1143,289,4,2,72183
1144,289,68,2,92995
1145,289,12,2,31257
1146,290,57,1,87341
1147,290,54,3,55716
1148,290,20,1,13940
1149,290,47,5,38951
1150,290,76,4,95956
1151,291,54,3,55716
1152,291,64,3,18863
1153,291,72,3,53594
1154,292,88,2,82751
1155,292,23,4,13902
1156,292,56,2,13545
1157,292,73,4,58762
1158,293,23,1,13902
1159,293,80,1,14416
1160,293,52,1,47423
1161,293,37,5,31314
1162,293,58,3,66996
1163,294,76,3,95956
1164,294,78,1,21761
1165,294,3,4,92869
1166,295,18,4,49881
1167,295,41,1,16916
1168,295,38,4,89599
1169,296,28,4,53426
1170,296,58,3,66996
1171,296,87,1,47322
1172,296,40,2,63117
1173,296,48,5,56186
1174,297,47,3,38951
1175,297,46,5,39246
1176,297,15,5,59265
1177,297,89,5,99643
1178,298,64,1,18863
1179,298,78,3,21761
1180,298,99,4,64203
1181,299,65,2,95196
1182,299,20,4,13940
1183,299,94,1,54643
1184,299,40,1,63117
1185,299,33,1,67163
1186,300,74,2,60296
1187,300,10,1,15030
1188,300,54,5,55716
1189,300,18,4,49881
1190,301,77,5,62543
1191,301,22,5,20870
1192,301,67,3,71990
1193,302,67,4,71990
1194,302,96,1,93706
1195,302,100,2,55240
1196,303,32,3,82134
1197,303,78,3,21761
1198,303,45,5,89685
1199,303,99,1,64203
1200,304,27,3,85161
1201,304,53,3,58950
1202,304,63,5,59829
1203,305,36,1,50269
1204,305,21,4,33591
1205,305,69,4,66333
1206,305,35,4,27106
1207,306,91,3,87573
1208,306,70,4,16773
1209,306,38,1,89599
1210,307,25,5,95530
1211,307,16,5,21730
1212,307,49,2,86790
1213,307,61,4,83461
1214,308,91,1,87573
1215,308,100,2,55240
1216,308,30,5,22486
1217,309,59,5,68303
1218,309,11,1,42580
1219,309,65,4,95196
1220,309,95,3,10177
1221,309,33,4,67163
1222,310,84,1,78759
1223,310,68,2,92995
1224,310,36,4,50269
1225,310,10,1,15030
1226,311,27,5,85161
1227,311,40,5,63117
1228,311,51,5,22310
1229,311,100,5,55240
1230,312,34,5,71809
1231,312,6,2,23328
1232,312,73,2,58762
1233,312,98,2,88669
1234,313,66,1,21309
1235,313,21,5,33591
1236,313,71,4,62771
1237,313,37,1,31314
1238,313,1,1,77345
1239,314,25,5,95530
1240,314,67,2,71990
1241,314,21,4,33591
1242,314,41,3,16916
1243,315,62,4,39951
1244,315,23,3,13902
1245,315,25,2,95530
