OrderID,CustomerID,OrderDate,TotalAmount
222,232,2025-01-11,448495
223,596,2025-05-16,907013
224,9,2025-10-10,644436
225,520,2025-08-18,327897
226,963,2025-05-10,906202
227,11,2025-03-16,839315
228,254,2025-02-18,228963
229,150,2025-07-07,681075
230,670,2025-06-27,912518
231,208,2025-04-07,413676
232,784,2025-03-15,221359
233,353,2025-06-02,357812
234,670,2025-04-27,628065
235,259,2025-06-03,537504
236,112,2025-11-27,620137
237,43,2025-05-08,490949
238,714,2025-01-08,595051
239,927,2025-02-26,343569
240,764,2025-03-16,402862
241,248,2025-12-28,530133
242,505,2025-08-10,1035388
243,444,2025-04-11,646101
244,225,2025-09-02,1017479
245,216,2025-08-09,419794
246,219,2025-11-16,918756
247,761,2025-11-21,372775
248,617,2025-02-07,413715
249,485,2025-07-05,446662
250,890,2025-12-24,769677
251,397,2025-06-30,793824
252,667,2025-09-12,406955
253,310,2025-02-28,679143
254,890,2025-02-15,363733
255,420,2025-04-11,200949
256,266,2025-05-22,1212422
257,759,2025-06-12,738577
258,805,2025-11-30,864957
259,56,2025-10-04,532612
260,995,2025-01-25,344444
261,495,2025-06-10,747190
262,770,2025-01-11,868345
263,229,2025-09-09,493150
264,145,2025-06-19,529165
265,402,2025-11-04,724166
266,993,2025-02-18,864081
267,882,2025-04-02,511611
268,912,2025-11-14,977822
269,976,2025-05-06,475193
270,660,2025-12-14,386984
271,203,2025-05-05,692607
272,537,2025-02-25,616174
273,328,2025-04-07,551497
274,606,2025-09-21,490985
275,342,2025-07-22,594736
276,280,2025-11-18,1089985
277,125,2025-09-26,417941
278,414,2025-04-27,340323
279,475,2025-05-18,758307
280,209,2025-05-24,1321054
281,176,2025-03-20,403130
282,906,2025-01-27,457707
283,195,2025-12-17,394733
284,490,2025-06-13,539633
285,466,2025-11-23,671120
286,950,2025-07-27,462017
287,242,2025-04-22,477934
288,433,2025-06-13,645612
289,26,2025-05-05,434576
290,668,2025-08-11,847008
291,262,2025-01-04,384519
292,24,2025-09-20,483248
293,790,2025-12-28,433299
294,895,2025-03-01,681105
295,752,2025-05-11,574836
296,685,2025-12-18,869178
297,857,2025-02-16,1107623
298,257,2025-09-22,340958
299,58,2025-08-16,431075
300,17,2025-02-06,613726
301,579,2025-10-27,633035
302,966,2025-11-27,492146
303,914,2025-04-24,824313
304,689,2025-04-14,731478
305,308,2025-05-22,558389
306,377,2025-03-19,419410
307,222,2025-03-10,1093724
308,139,2025-03-03,310483
309,24,2025-03-22,1064062
310,163,2025-11-22,480855
311,232,2025-12-06,1129140
312,833,2025-12-29,700563
313,631,2025-01-18,549007
314,283,2025-04-16,806742
315,585,2025-10-23,392570
316,624,2025-11-22,614353
317,687,2025-11-04,349313
318,396,2025-09-29,704602
319,588,2025-05-14,261045
320,722,2025-04-10,738423
321,85,2025-08-14,452495
322,829,2025-05-04,564152
323,527,2025-07-25,289100
324,669,2025-03-09,761809
325,217,2025-09-12,883267
326,912,2025-11-07,139400
327,567,2025-05-14,274833
328,536,2025-04-10,854626
329,152,2025-05-16,595349
330,473,2025-06-11,612717
331,628,2025-03-28,534805
332,532,2025-03-16,358065
333,976,2025-11-07,370390
334,238,2025-07-14,416612
335,709,2025-08-01,334116
336,712,2025-05-16,506371
337,626,2025-05-06,213688
338,240,2025-06-12,874165
339,609,2025-01-11,645122
340,780,2025-02-27,836645
341,107,2025-03-31,289069
342,907,2025-02-15,229767
343,329,2025-12-06,475380
344,74,2025-08-14,460312
345,860,2025-03-16,745647
346,611,2025-12-16,723444
347,7,2025-05-08,748186
348,429,2025-06-01,1067219
349,847,2025-03-13,532390
350,520,2025-10-28,942426
351,542,2025-09-29,526825
352,313,2025-08-03,449576
353,606,2025-06-05,739312
354,947,2025-09-19,531156
355,773,2025-10-14,1021956
356,896,2025-02-13,446094
357,8,2025-05-07,232250
358,2,2025-12-30,763015
359,752,2025-05-06,377723
360,706,2025-05-18,641104
361,728,2025-11-23,859108
362,129,2025-03-25,843151
363,939,2025-05-25,319588
364,940,2025-11-04,401617
365,310,2025-01-16,1024709
366,790,2025-03-09,574282
367,345,2025-12-15,402576
368,525,2025-07-07,493092
369,815,2025-12-31,331463
370,927,2025-04-23,284582
371,302,2025-12-06,867259
372,831,2025-08-23,584251
373,710,2025-12-02,747747
374,641,2025-12-18,623231
375,527,2025-04-28,778824
376,422,2025-08-24,389781
377,570,2025-07-11,1001675
378,733,2025-12-15,176940
379,198,2025-04-16,846103
380,267,2025-05-12,892833
381,959,2025-04-05,915224
382,526,2025-07-13,850318
383,191,2025-05-28,258967
384,954,2025-12-30,971479
385,499,2025-08-04,966004
386,561,2025-08-26,979208
387,151,2025-04-12,773039
388,757,2025-09-14,394178
389,810,2025-03-18,1072854
390,790,2025-05-01,632365
391,246,2025-12-18,401462
392,83,2025-11-27,942616
393,288,2025-02-13,839818
394,128,2025-04-09,693161
395,728,2025-12-23,1086888
396,907,2025-01-27,618435
397,179,2025-10-17,375639
398,918,2025-07-07,441660
399,959,2025-10-25,265750
400,737,2025-05-31,405913
401,689,2025-12-23,297491
402,173,2025-05-13,1013745
403,118,2025-12-27,619848
404,389,2025-10-07,621721
405,371,2025-04-04,424695
406,755,2025-10-17,714257
407,624,2025-03-12,895864
408,326,2025-11-12,505694
409,676,2025-09-05,947637
410,323,2025-11-18,656792
411,541,2025-08-14,493301
412,647,2025-06-22,251590
413,143,2025-11-19,440313
414,395,2025-11-26,277226
415,923,2025-02-21,773383
416,842,2025-01-24,725154
417,912,2025-10-11,619514
418,992,2025-07-16,716282
419,953,2025-04-19,224398
420,65,2025-12-29,124073
421,457,2025-10-25,656896
422,580,2025-03-06,571679
423,361,2025-06-18,397734
424,501,2025-03-26,491329
425,652,2025-12-23,482894
426,787,2025-10-20,556404
427,195,2025-03-14,1294856
428,694,2025-12-18,534505
429,601,2025-10-14,509443
430,601,2025-03-04,510136
431,567,2025-02-07,212936
432,283,2025-01-15,548807
433,234,2025-09-16,614112
434,476,2025-05-11,166870
435,373,2025-08-01,446840
436,296,2025-07-08,723276
437,249,2025-02-04,843076
438,969,2025-11-11,194265
439,974,2025-10-09,749824
440,416,2025-03-02,716428
441,542,2025-12-10,839426
442,761,2025-05-10,401472
443,797,2025-01-20,379376
444,583,2025-07-14,438400
445,952,2025-03-08,963562
446,935,2025-06-15,928326
447,337,2025-09-07,261428
448,150,2025-04-21,424390
449,350,2025-07-08,576429
450,601,2025-10-31,985798
451,997,2025-06-25,595229
452,686,2025-08-01,995706
453,529,2025-04-09,803574
454,16,2025-09-20,267696
455,235,2025-12-10,441462
456,777,2025-05-25,670722
457,28,2025-07-15,480336
458,986,2025-12-23,388111
459,252,2025-12-10,296354
460,343,2025-01-08,195382
461,983,2025-02-23,278187
462,249,2025-08-24,866881
463,38,2025-12-22,453666
464,843,2025-12-02,826635
465,512,2025-06-14,811575
466,648,2025-09-17,859143
467,375,2025-01-25,512103
468,78,2025-09-12,701129
469,392,2025-09-03,343898
470,494,2025-07-14,529425
471,955,2025-11-18,686636
472,962,2025-05-08,605382
473,703,2025-01-25,566791
474,690,2025-02-22,704580
475,119,2025-02-03,928407
476,762,2025-02-01,467162
477,837,2025-04-27,172774
478,713,2025-06-02,821189
479,761,2025-05-19,1333298
480,527,2025-01-19,437337
481,431,2025-01-07,1086707
482,744,2025-05-17,194266
483,770,2025-12-01,1238227
484,726,2025-10-18,769228
485,754,2025-01-28,1045472
486,837,2025-11-07,605770
487,987,2025-07-06,660889
488,87,2025-04-24,711515
489,99,2025-09-21,367057
490,317,2025-04-21,789641
491,26,2025-07-22,535417
492,259,2025-05-14,536376
493,504,2025-09-20,869943
494,75,2025-01-14,1200761
495,621,2025-07-10,652011
496,311,2025-01-19,568002
497,255,2025-01-24,429859
498,583,2025-02-08,797844
499,886,2025-07-09,308970
500,188,2025-07-27,905208
501,839,2025-01-10,875060
502,500,2025-09-03,314277
503,879,2025-05-04,341029
504,499,2025-12-14,322017
505,89,2025-06-17,446647
506,248,2025-08-17,966954
507,585,2025-11-30,450285
508,25,2025-04-12,565074
509,901,2025-01-08,820722
510,92,2025-09-06,458042
511,777,2025-08-29,478393
512,311,2025-10-10,782066
513,67,2025-03-29,508188
514,318,2025-11-30,435962
515,588,2025-06-08,677245
516,497,2025-04-01,747650
517,502,2025-02-01,616849
518,978,2025-03-26,852967
519,780,2025-09-10,485654
520,563,2025-10-18,473208
521,459,2025-06-25,312380
522,467,2025-06-05,1134065
523,858,2025-10-27,318803
524,951,2025-09-05,602170
525,131,2025-06-17,504839
526,494,2025-04-27,738065
527,274,2025-02-26,1386416
528,997,2025-11-07,746064
529,655,2025-06-10,1539965
530,824,2025-10-16,564411
531,663,2025-12-06,311972
532,756,2025-02-19,449274
533,788,2025-03-12,788766
534,362,2025-09-09,737738
535,118,2025-07-28,273059
536,405,2025-06-29,875700
537,695,2025-05-13,582070
538,773,2025-08-24,863807
539,885,2025-03-27,1543918
540,656,2025-03-24,625387
541,537,2025-07-13,953364
542,333,2025-08-13,737605
543,437,2025-06-26,757903
544,485,2025-10-20,475962
545,975,2025-07-11,627964
546,293,2025-03-11,536371
547,733,2025-12-22,666880
548,140,2025-01-31,875626
549,544,2025-05-18,352243
550,895,2025-11-29,1074094
551,761,2025-01-09,531619
552,447,2025-07-27,778961
553,758,2025-12-10,599047
554,66,2025-03-10,452166
555,730,2025-10-10,258669
556,101,2025-08-24,130024
557,192,2025-08-04,792017
558,303,2025-08-28,699443
559,812,2025-09-01,456837
560,656,2025-04-13,403627
561,771,2025-03-02,385463
562,910,2025-09-12,238045
563,345,2025-06-21,427922
564,181,2025-01-22,925752
565,575,2025-02-03,951036
566,356,2025-11-01,474728
567,143,2025-06-12,477423
568,234,2025-01-10,428098
569,623,2025-04-23,626505
570,204,2025-11-14,471088
571,57,2025-09-13,434816
572,599,2025-03-31,565424
573,57,2025-04-03,894939
574,234,2025-09-07,1040222
575,232,2025-09-26,642723
576,513,2025-06-23,925874
577,820,2025-12-17,879186
578,218,2025-11-12,511919
579,65,2025-10-28,717100
580,589,2025-02-14,1088800
581,641,2025-12-17,405471
582,978,2025-12-23,835438
583,748,2025-11-12,680882
584,593,2025-03-15,241336
585,104,2025-02-11,221271
586,782,2025-12-05,1114843
587,700,2025-03-26,258379
588,104,2025-04-01,1216408
589,878,2025-03-22,632519
590,364,2025-12-05,659797
591,446,2025-07-08,503074
592,108,2025-08-26,873751
593,959,2025-01-21,415926
594,534,2025-07-15,445542
595,738,2025-02-06,593650
596,475,2025-11-05,485190
597,965,2025-02-25,546764
598,950,2025-06-04,796991
599,589,2025-07-29,610703
600,600,2025-06-24,410596
601,243,2025-11-30,485296
602,596,2025-12-15,1154698
603,254,2025-11-11,599960
604,948,2025-08-24,511522
605,992,2025-06-10,348338
606,240,2025-09-08,384457
607,255,2025-10-20,765854
608,810,2025-03-23,388415
609,128,2025-04-02,298713
610,859,2025-01-03,360650
611,313,2025-03-17,692556
612,913,2025-10-18,537239
613,499,2025-07-22,457526
614,127,2025-08-26,270764
615,28,2025-12-23,366836
616,639,2025-11-26,585164
617,314,2025-08-03,1065394
618,564,2025-02-25,516842
619,9,2025-07-30,649359
620,506,2025-09-28,731589
621,209,2025-11-04,640318
622,883,2025-02-18,619900
623,558,2025-04-14,428219
624,966,2025-06-17,844131
625,892,2025-01-29,747140
626,115,2025-09-17,452238
627,141,2025-08-07,427425
628,142,2025-02-05,1075190
629,695,2025-07-06,532692
630,270,2025-06-23,962171
631,811,2025-09-02,742821
632,179,2025-10-18,127985
633,56,2025-09-09,926913
634,792,2025-09-26,346091
635,166,2025-12-28,394844
636,38,2025-01-11,664042
637,352,2025-06-14,829112
638,773,2025-10-11,1140480
639,609,2025-08-13,834532
640,839,2025-07-15,588684
641,770,2025-08-20,678252
642,372,2025-01-09,841046
643,866,2025-10-09,757907
644,692,2025-03-29,1025033
645,874,2025-11-23,311058
646,106,2025-11-27,435054
647,821,2025-05-02,409921
648,651,2025-05-28,572539
649,764,2025-01-27,556741
650,887,2025-07-31,862477
651,361,2025-09-18,926971
652,635,2025-11-10,1512273
653,549,2025-05-15,549046
654,128,2025-02-28,335978
655,632,2025-01-30,405242
656,997,2025-05-18,447991
657,187,2025-07-27,976337
658,678,2025-04-24,521015
659,29,2025-07-04,824071
660,497,2025-11-06,564729
661,438,2025-02-16,518365
662,628,2025-12-14,324278
663,282,2025-05-13,673763
664,705,2025-12-11,530995
665,253,2025-06-15,499567
666,876,2025-02-20,797447
667,218,2025-04-09,853956
668,359,2025-12-17,650525
669,833,2025-09-14,174606
670,686,2025-02-27,807685
671,964,2025-07-08,630670
672,910,2025-05-08,331672
673,419,2025-01-20,1052304
674,646,2025-03-29,534903
675,716,2025-09-09,380032
676,378,2025-05-01,741005
677,721,2025-10-13,897974
678,871,2025-12-13,624743
679,996,2025-10-04,632727
680,839,2025-08-14,449238
681,435,2025-12-22,1149703
682,455,2025-02-11,217240
683,269,2025-04-18,676248
684,241,2025-11-20,548020
685,864,2025-06-24,1113559
686,314,2025-03-09,613621
687,116,2025-06-05,694673
688,71,2025-06-24,1237254
689,274,2025-12-23,435461
690,421,2025-01-02,925739
691,990,2025-09-23,738617
692,745,2025-02-21,249856
693,37,2025-09-05,653480
694,983,2025-07-04,904950
695,272,2025-04-03,961200
696,971,2025-12-09,670042
697,368,2025-06-27,541667
698,297,2025-03-29,699074
699,219,2025-11-25,588124
700,453,2025-08-26,701510
701,960,2025-04-15,274892
702,161,2025-11-21,400075
703,128,2025-07-06,789779
704,558,2025-08-19,579230
705,703,2025-02-04,490010
706,426,2025-06-11,762565
707,138,2025-06-14,576872
708,582,2025-10-09,533162
709,468,2025-08-14,370456
710,737,2025-10-15,189329
711,685,2025-03-19,1678574
712,244,2025-03-23,555139
713,957,2025-07-17,951396
714,813,2025-10-22,726316
715,926,2025-04-06,633287
716,886,2025-09-24,649439
717,293,2025-11-24,422866
718,270,2025-11-10,483991
719,340,2025-02-17,954586
720,189,2025-06-26,313321
721,238,2025-02-20,645190
722,547,2025-06-08,565725
723,330,2025-01-24,709337
724,703,2025-09-13,861004
725,154,2025-01-26,319660
726,259,2025-03-01,259138
727,11,2025-07-07,1166066
728,851,2025-08-18,156415
729,955,2025-02-07,1401871
730,685,2025-09-26,357613
731,612,2025-08-27,465067
732,218,2025-05-07,743851
733,429,2025-01-19,666508
734,264,2025-04-18,546917
735,3,2025-08-14,617780
736,604,2025-05-17,712775
737,607,2025-05-08,825191
738,334,2025-04-25,782248
739,933,2025-05-17,884617
740,508,2025-02-10,363521
741,636,2025-06-29,1139853
742,345,2025-01-04,459367
743,146,2025-12-23,1356689
744,719,2025-11-28,737734
745,988,2025-07-04,340880
746,272,2025-09-12,1307510
747,238,2025-06-21,402909
748,184,2025-07-20,277311
749,410,2025-08-17,821412
750,281,2025-01-08,143169
751,3,2025-06-02,557871
752,487,2025-08-20,757965
753,732,2025-04-10,305320
754,60,2025-04-27,547475
755,300,2025-10-23,764323
756,342,2025-03-18,912414
757,176,2025-02-08,994653
758,945,2025-05-02,425301
759,38,2025-10-29,953928
760,498,2025-05-05,892770
761,196,2025-02-19,764372
762,921,2025-04-03,635828
763,494,2025-11-08,675486
764,13,2025-03-15,724777
765,733,2025-11-14,320281
766,308,2025-04-08,783521
767,619,2025-08-13,1074799
768,220,2025-05-23,361322
769,70,2025-01-26,324506
770,416,2025-11-22,880299
771,221,2025-07-27,394824
772,155,2025-11-10,526200
773,852,2025-11-18,560554
774,294,2025-07-17,401475
775,411,2025-12-08,770610
776,447,2025-10-17,706123
777,69,2025-06-28,473868
778,423,2025-08-20,421985
779,128,2025-02-13,280505
780,382,2025-12-05,872421
781,806,2025-08-30,489776
782,999,2025-12-28,645289
783,404,2025-06-10,659418
784,17,2025-12-14,719693
785,453,2025-02-04,543477
786,590,2025-09-25,1167018
787,545,2025-01-28,541471
788,986,2025-07-09,1199694
789,285,2025-05-08,795225
790,28,2025-09-30,899858
791,670,2025-11-07,272571
792,694,2025-10-09,332123
793,250,2025-11-05,197499
794,191,2025-11-19,615085
795,355,2025-08-07,1092277
796,813,2025-01-09,501571
797,266,2025-10-28,492478
798,269,2025-12-09,1091453
799,732,2025-07-21,913051
800,561,2025-12-04,948822
801,980,2025-09-17,831014
802,645,2025-07-14,631774
803,483,2025-09-30,761045
804,739,2025-07-30,469295
805,117,2025-01-05,894505
806,800,2025-09-12,713344
807,536,2025-08-28,702671
808,178,2025-09-27,725778
809,758,2025-02-28,428015
810,232,2025-08-08,579592
811,853,2025-09-16,417886
812,338,2025-01-05,637555
813,952,2025-12-14,959932
814,736,2025-12-15,611584
815,675,2025-09-12,848272
816,36,2025-02-21,349223
817,512,2025-12-13,564480
818,154,2025-07-31,986886
819,502,2025-02-24,533868
820,819,2025-03-01,523894
821,324,2025-02-04,643307
822,612,2025-04-07,961627
823,87,2025-05-11,730896
824,920,2025-02-28,417934
825,591,2025-12-19,655658
826,968,2025-09-12,856973
827,31,2025-02-04,395543
828,59,2025-12-02,1081945
829,341,2025-03-30,692911
830,350,2025-06-10,618016
831,38,2025-12-17,808539
832,772,2025-12-30,579256
833,132,2025-06-23,688091
834,990,2025-09-30,882879
835,153,2025-09-26,498442
836,220,2025-04-16,1027045
837,695,2025-06-17,887276
838,41,2025-11-25,239984
839,354,2025-08-27,274430
840,912,2025-02-08,765762
841,865,2025-06-14,488517
842,233,2025-11-11,435138
843,250,2025-12-03,194521
844,544,2025-07-24,787427
845,848,2025-08-13,430800
846,95,2025-05-02,587168
847,521,2025-01-09,413187
848,169,2025-04-10,968657
849,60,2025-02-17,704837
850,497,2025-12-21,854608
851,888,2025-10-18,413316
852,325,2025-07-28,457692
853,568,2025-03-17,967069
854,536,2025-02-22,383461
855,27,2025-02-08,623776
856,814,2025-05-27,108326
857,703,2025-03-29,810288
858,204,2025-01-30,322323
859,398,2025-09-06,683160
860,283,2025-07-24,1147673
861,668,2025-10-25,735508
862,925,2025-07-02,683018
863,629,2025-04-01,1093223
864,732,2025-07-19,1182028
865,959,2025-04-13,898803
866,936,2025-03-24,315289
867,947,2025-08-03,833637
868,590,2025-07-20,416654
869,122,2025-12-31,578098
870,733,2025-12-19,417311
871,385,2025-01-04,911054
872,665,2025-03-17,318514
873,254,2025-02-23,1297347
874,646,2025-04-02,1144025
875,269,2025-08-15,900725
876,451,2025-09-24,447891
877,831,2025-10-20,706842
878,347,2025-11-12,402630
879,228,2025-12-11,573860
880,740,2025-06-09,846538
881,529,2025-09-26,644111
882,546,2025-09-06,805320
883,228,2025-11-22,380048
884,250,2025-07-13,515166
885,747,2025-12-31,550390
886,31,2025-12-24,342737
887,524,2025-07-29,1074021
888,309,2025-01-03,620252
889,898,2025-06-18,1049736
890,454,2025-05-04,822571
891,293,2025-04-16,445898
892,361,2025-12-04,371702
893,78,2025-11-04,448141
894,710,2025-01-13,917600
895,862,2025-12-06,533326
896,443,2025-06-29,591220
897,994,2025-02-01,324843
898,449,2025-08-29,695379
899,459,2025-06-19,871073
900,955,2025-10-10,511064
901,502,2025-11-16,738178
902,396,2025-03-24,1208609
903,696,2025-10-16,587524
904,297,2025-05-21,1085503
905,950,2025-07-19,604537
906,599,2025-10-29,844433
907,81,2025-06-03,524611
908,181,2025-10-08,636738
909,628,2025-07-15,768342
910,797,2025-08-30,409349
911,590,2025-08-20,749771
912,322,2025-03-09,712247
913,722,2025-03-03,491497
914,194,2025-04-24,336079
915,503,2025-01-28,406389
916,114,2025-06-30,212931
917,734,2025-06-24,483839
918,107,2025-11-27,1207563
919,149,2025-12-07,1021020
920,600,2025-11-16,841161
921,494,2025-12-29,367719
922,172,2025-11-24,1169956
923,772,2025-07-08,631577
924,985,2025-05-12,589113
925,708,2025-03-29,407126
926,686,2025-07-30,608928
927,483,2025-03-18,643372
928,736,2025-09-17,1058524
929,996,2025-09-04,802900
930,760,2025-01-27,664575
931,606,2025-04-29,560017
932,933,2025-07-02,548303
933,385,2025-12-05,488461
934,923,2025-08-18,889372
935,831,2025-01-14,1420878
936,484,2025-06-30,509927
937,564,2025-03-30,536858
938,630,2025-03-17,698229
939,397,2025-04-29,481329
940,94,2025-09-26,721121
941,691,2025-04-07,536722
942,609,2025-10-15,311849
943,458,2025-03-10,291389
944,966,2025-11-20,574030
945,661,2025-01-03,526504
946,73,2025-06-30,479885
947,857,2025-11-12,1051317
948,907,2025-03-07,1003472
949,126,2025-04-25,651443
950,271,2025-02-24,509233
951,447,2025-09-13,605426
952,770,2025-07-23,519180
953,96,2025-04-29,946216
954,696,2025-01-30,1011349
955,363,2025-07-26,907041
956,665,2025-07-29,909159
957,610,2025-05-13,273625
958,574,2025-01-31,408055
959,359,2025-02-27,573962
960,338,2025-06-05,323657
961,555,2025-06-07,467201
962,525,2025-01-06,129316
963,754,2025-02-08,540526
964,455,2025-09-02,720811
965,503,2025-07-09,262361
966,857,2025-06-21,847742
967,323,2025-10-04,1349925
968,905,2025-06-01,561834
969,120,2025-07-25,551363
970,110,2025-01-06,183948
971,440,2025-08-25,496578
972,123,2025-04-24,1223339
973,195,2025-08-14,653693
974,872,2025-09-05,709636
975,530,2025-08-21,770592
976,238,2025-02-24,646786
977,940,2025-12-30,503412
978,403,2025-07-11,629855
979,170,2025-01-05,579237
980,574,2025-01-30,359850
981,623,2025-09-03,324693
982,760,2025-12-26,656047
983,61,2025-01-26,678151
984,58,2025-12-24,424592
985,202,2025-03-11,316637
986,627,2025-08-10,711479
987,499,2025-07-16,274342
988,1000,2025-10-06,504538
989,786,2025-04-05,330312
